Time Stamp,1-pH_Dev1,2-DO_Dev1,Agitation_Dev1,Air_Dev1,CO2_Dev1,GasFlow_Dev1,N2_Dev1,O2_Dev1,Pump1_Dev1,Pump2_Dev1,Pump3_Dev1,Temperature_Dev1
1/24/2023  7:28:13 am,6.00,29.91,663.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  7:29:13 am,6.00,29.90,663.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  7:30:13 am,6.00,29.12,666.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  7:31:13 am,6.00,29.34,668.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  7:32:14 am,6.00,30.63,665.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:33:12 am,6.00,29.79,666.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  7:34:13 am,6.00,29.32,668.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  7:35:12 am,6.00,29.62,669.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  7:36:14 am,6.00,29.85,670.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  7:37:12 am,6.00,30.16,669.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  7:38:13 am,6.00,29.99,669.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:39:12 am,6.00,29.25,671.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:40:13 am,6.00,29.73,672.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  7:41:14 am,6.00,30.00,671.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  7:42:12 am,5.99,30.10,671.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  7:43:13 am,6.00,29.73,672.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:44:13 am,5.99,29.47,674.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:45:12 am,5.99,29.67,675.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  7:46:13 am,5.99,29.85,675.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  7:47:12 am,5.99,29.84,676.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  7:48:12 am,5.99,29.84,676.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.01,28.01
1/24/2023  7:49:13 am,5.99,29.79,677.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  7:50:12 am,5.99,29.61,678.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.08,28.02
1/24/2023  7:51:12 am,5.99,29.68,679.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.12,27.99
1/24/2023  7:52:13 am,5.99,29.64,680.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.16,28.00
1/24/2023  7:53:13 am,5.99,29.67,681.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.20,28.01
1/24/2023  7:54:12 am,5.99,29.87,681.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.40,27.98
1/24/2023  7:55:13 am,5.99,29.97,681.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.29,28.02
1/24/2023  7:56:12 am,5.99,29.87,682.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.42,27.99
1/24/2023  7:57:12 am,5.99,29.96,682.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.55,28.00
1/24/2023  7:58:13 am,5.99,29.90,682.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.44,28.01
1/24/2023  7:59:12 am,5.99,29.88,683.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.49,27.99
1/24/2023  8:00:13 am,5.99,28.95,686.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.52,28.02
1/24/2023  8:01:13 am,6.00,30.13,685.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.23,27.98
1/24/2023  8:02:12 am,6.00,29.85,685.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.06,28.01
1/24/2023  8:03:12 am,6.00,30.15,685.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,28.01
1/24/2023  8:04:13 am,6.01,29.96,684.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:05:14 am,6.01,28.98,688.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:06:12 am,6.01,29.64,690.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:07:13 am,6.02,30.08,689.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:08:13 am,6.02,30.25,688.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  8:09:12 am,6.01,30.32,687.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:10:12 am,6.02,29.26,690.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:11:13 am,6.02,30.01,689.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:12:14 am,6.02,29.85,689.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:13:12 am,6.02,29.54,691.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:14:13 am,6.02,29.37,693.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:15:13 am,6.02,30.49,692.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:16:12 am,6.02,30.35,690.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:17:13 am,6.02,29.90,691.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:18:13 am,6.02,29.56,692.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:19:12 am,6.02,29.68,693.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  8:20:13 am,6.02,30.12,693.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:21:13 am,6.02,30.06,692.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:22:12 am,6.03,29.38,694.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:23:13 am,6.02,29.86,694.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:24:12 am,6.02,29.71,695.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:25:12 am,6.03,30.04,695.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  8:26:13 am,6.03,29.70,696.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  8:27:12 am,6.02,29.79,697.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:28:13 am,6.03,29.91,697.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:29:13 am,6.03,29.92,697.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:30:12 am,6.02,29.74,698.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:31:12 am,6.03,29.70,699.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:32:13 am,6.03,29.74,700.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  8:33:12 am,6.02,29.71,700.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  8:34:12 am,6.03,29.85,701.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:35:13 am,6.03,29.90,701.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:36:14 am,6.02,29.91,701.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:37:12 am,6.03,29.90,702.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:38:13 am,6.03,29.92,702.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:39:12 am,6.02,29.80,703.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  8:40:13 am,6.03,30.18,704.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  8:41:13 am,6.03,30.03,703.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:42:13 am,6.02,29.39,705.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:43:13 am,6.03,29.60,706.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:44:12 am,6.02,30.42,706.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:45:12 am,6.02,30.24,705.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:46:13 am,6.02,29.65,706.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:47:14 am,6.02,29.69,707.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:48:12 am,6.02,29.19,710.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  8:49:13 am,6.02,29.43,711.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:50:12 am,6.02,30.24,711.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  8:51:12 am,6.02,30.69,709.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  8:52:13 am,6.02,30.13,708.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:53:12 am,6.02,29.52,710.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:54:13 am,6.02,29.58,711.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:55:13 am,6.02,29.62,712.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:56:12 am,6.02,30.47,713.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  8:57:12 am,6.02,30.53,710.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  8:58:13 am,6.02,29.42,712.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  8:59:14 am,6.02,29.98,712.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:00:12 am,6.02,29.64,713.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:01:13 am,6.02,29.72,714.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:02:13 am,6.02,29.85,715.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:03:12 am,6.02,29.81,715.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:04:13 am,6.02,29.61,717.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:05:14 am,6.02,30.59,715.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:06:12 am,6.02,29.61,716.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:07:13 am,6.02,29.18,719.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:08:14 am,6.01,29.64,720.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:09:12 am,6.01,30.05,720.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:10:13 am,6.01,30.23,719.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:11:12 am,6.01,30.03,719.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:12:13 am,6.01,29.81,719.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:13:14 am,6.01,29.78,720.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:14:12 am,6.01,29.79,721.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:15:13 am,6.01,28.84,724.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:16:12 am,6.01,29.69,725.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:17:12 am,6.01,29.74,725.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:18:13 am,6.01,29.77,725.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:19:12 am,6.01,30.55,723.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:20:12 am,6.01,29.73,725.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:21:13 am,6.00,29.48,727.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:22:13 am,6.01,29.68,728.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:23:12 am,6.01,29.67,729.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:24:13 am,6.01,30.20,727.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:25:13 am,6.00,29.75,729.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:26:12 am,6.00,30.11,728.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:27:12 am,6.00,29.91,729.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:28:13 am,6.00,29.70,729.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:29:13 am,6.00,29.53,731.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:30:12 am,6.00,29.46,733.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:31:12 am,6.00,30.21,732.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:32:13 am,6.00,29.84,733.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:33:13 am,6.00,30.09,732.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:34:12 am,6.00,30.18,732.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:35:13 am,6.00,29.95,732.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:36:12 am,6.00,29.07,735.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:37:12 am,6.00,29.51,736.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:38:13 am,5.99,29.81,737.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:39:14 am,6.00,29.93,737.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:40:12 am,6.00,25.73,749.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  9:41:13 am,5.99,27.92,756.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:42:12 am,6.00,29.84,755.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:43:13 am,6.00,30.01,754.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:44:13 am,5.99,28.91,757.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:45:12 am,5.99,28.82,761.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  9:46:13 am,5.99,29.46,762.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:47:12 am,5.99,29.72,763.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:48:13 am,5.99,30.01,763.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:49:13 am,5.99,29.95,763.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:50:12 am,5.99,29.92,763.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  9:51:13 am,5.99,29.81,764.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  9:52:13 am,5.99,29.84,764.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:53:12 am,5.99,29.75,765.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:54:13 am,5.99,29.09,769.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  9:55:14 am,5.99,30.82,765.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  9:56:12 am,5.99,30.11,765.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  9:57:13 am,5.99,29.56,767.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  9:58:12 am,5.99,29.61,768.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  9:59:12 am,5.99,30.12,767.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:00:13 am,5.99,30.31,766.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  10:01:12 am,5.98,29.11,770.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:02:12 am,5.98,30.03,770.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:03:13 am,5.98,30.07,769.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:04:13 am,5.98,30.09,769.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  10:05:12 am,5.98,29.77,770.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  10:06:12 am,5.98,29.79,770.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:07:13 am,5.98,29.65,771.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:08:12 am,5.98,29.65,772.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:09:12 am,5.98,30.01,772.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  10:10:13 am,5.97,30.02,773.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:11:12 am,5.98,29.85,773.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:12:13 am,5.97,29.88,774.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:13:12 am,5.97,29.73,774.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  10:14:13 am,5.97,29.49,776.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:15:12 am,5.97,29.78,777.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:16:12 am,5.97,29.71,777.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:17:14 am,5.97,29.70,779.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  10:18:13 am,5.97,29.79,779.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:19:12 am,5.97,29.89,779.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:20:12 am,5.97,30.26,778.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:21:13 am,5.97,29.68,778.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:22:13 am,5.96,29.82,779.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  10:23:12 am,5.97,29.81,780.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:24:13 am,5.97,30.00,780.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  10:25:12 am,5.96,29.86,780.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:26:12 am,5.96,29.74,781.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:27:13 am,5.96,29.92,781.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:28:14 am,5.96,29.94,781.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
1/24/2023  10:29:12 am,5.96,29.81,782.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:30:13 am,5.96,29.73,783.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:31:13 am,5.96,29.70,784.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  10:32:14 am,5.96,29.68,785.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:33:12 am,5.96,29.84,785.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.09,28.03
1/24/2023  10:34:13 am,5.96,29.75,785.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.21,27.97
1/24/2023  10:35:12 am,5.97,29.73,787.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.14,28.03
1/24/2023  10:36:13 am,5.97,29.83,786.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.22,27.97
1/24/2023  10:37:12 am,5.97,29.85,788.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.27,28.02
1/24/2023  10:38:13 am,5.98,29.82,788.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.23,27.99
1/24/2023  10:39:13 am,5.98,29.68,789.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.18,28.01
1/24/2023  10:40:12 am,5.99,29.61,790.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.18,28.00
1/24/2023  10:41:13 am,5.99,29.77,791.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.09,28.00
1/24/2023  10:42:13 am,5.99,29.81,792.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.06,28.02
1/24/2023  10:43:12 am,5.99,30.41,790.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.18,27.98
1/24/2023  10:44:13 am,5.99,30.16,790.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.06,28.03
1/24/2023  10:45:12 am,5.99,30.07,790.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.10,27.98
1/24/2023  10:46:13 am,5.99,29.20,792.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.12,28.03
1/24/2023  10:47:13 am,6.00,29.24,795.00,100.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  10:48:12 am,6.00,30.24,793.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  10:49:12 am,6.00,29.51,795.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.09,27.97
1/24/2023  10:50:13 am,6.00,30.06,795.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.02,28.03
1/24/2023  10:51:12 am,6.00,29.85,795.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  10:52:12 am,6.00,29.76,796.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,28.02
1/24/2023  10:53:13 am,6.00,29.81,795.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.04,27.99
1/24/2023  10:54:13 am,6.00,29.71,797.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.06,28.01
1/24/2023  10:55:12 am,6.00,29.85,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.99
1/24/2023  10:56:13 am,6.00,29.87,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:57:13 am,6.00,30.00,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.07,28.01
1/24/2023  10:58:13 am,6.00,29.99,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00
1/24/2023  10:59:12 am,6.00,30.07,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.02
1/24/2023  11:00:12 am,6.00,30.05,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.08,27.99
1/24/2023  11:01:13 am,6.00,29.95,798.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.03
1/24/2023  11:02:12 am,6.00,29.78,799.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  11:03:12 am,6.00,29.63,800.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.08,28.03
1/24/2023  11:04:13 am,6.00,29.70,801.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.97
1/24/2023  11:05:12 am,6.00,29.88,801.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.01,28.03
1/24/2023  11:06:12 am,6.00,29.84,801.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.98
1/24/2023  11:07:13 am,6.00,29.81,802.00,100.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.01
