Time Stamp,,1-pH_Dev2,,2-DO_Dev2,,Agitation_Dev2,,Air_Dev2,,CO2_Dev2,,GasFlow_Dev2,N2_Dev2,O2_Dev2,,Pump1_Dev2,,Pump2_Dev2,,Pump3_Dev2,,Temperature_Dev2,,
1/24/2023  12:56:24 pm,,6,,30.3,,834,,100,,0,,1,0,0,,0,,0,,0.02,,27.99,,
1/24/2023  12:57:22 pm,,6,,30.13,,834,,100,,0,,1,0,0,,0,,0,,0.2,,28.01,,
1/24/2023  12:58:23 pm,,6,,29.53,,836,,100,,0,,1,0,0,,0,,0,,0.21,,27.99,,
1/24/2023  12:59:24 pm,,6,,29.55,,838,,100,,0,,1,0,0,,0,,0,,0.03,,28.02,,
1/24/2023  1:00:22 pm,,6,,29.23,,840,,100,,0,,0.98,0,0,,0,,0,,0.03,,27.98,,
1/24/2023  1:01:23 pm,,6,,29.42,,841,,100,,0,,1,0,0,,0,,0,,0.2,,28.02,,
1/24/2023  1:02:24 pm,,6,,29.64,,842,,100,,0,,1,0,0,,0,,0,,0.21,,28,,
1/24/2023  1:03:23 pm,,6,,29.66,,843,,100,,0,,1,0,0,,0,,0,,0.22,,28.02,,
1/24/2023  1:04:24 pm,,6,,29.74,,844,,100,,0,,1,0,0,,0,,0,,0.21,,27.99,,
1/24/2023  1:05:23 pm,,6,,29.82,,845,,100,,0,,0.98,0,0,,0,,0,,0.03,,28.02,,
1/24/2023  1:06:23 pm,,6,,29.91,,845,,100,,0,,1,0,0,,0,,0,,0.04,,27.99,,
1/24/2023  1:07:24 pm,,6,,29.93,,845,,100,,0,,0.98,0,0,,0,,0,,0.2,,28.01,,
1/24/2023  1:08:22 pm,,6,,29.87,,845,,100,,0,,1,0,0,,0,,0,,0.02,,27.99,,
1/24/2023  1:09:23 pm,,6,,29.96,,846,,100,,0,,1,0,0,,0,,0,,0.21,,28.02,,
1/24/2023  1:10:23 pm,,6,,30.03,,846,,100,,0,,1,0,0,,0,,0,,0.21,,27.99,,
1/24/2023  1:11:24 pm,,6,,31.25,,843,,100,,0,,1,0,0,,0,,0,,0.03,,28.01,,
1/24/2023  1:12:23 pm,,6,,39.84,,818,,100,,0,,1,0,0,,0.2,,0,,0.03,,28,,
1/24/2023  1:13:24 pm,,6,,36.36,,783,,100,,0,,1,0,0,,0.2,,0,,0.01,,28,,
1/24/2023  1:14:22 pm,,6,,26.45,,804,,100,,0,,1,0,0,,0.2,,0,,0,,28,,
1/24/2023  1:15:23 pm,,6,,26.27,,818,,100,,0,,1,0,0,,0.2,,0,,0.16,,28,,
1/24/2023  1:16:24 pm,,6,,27.53,,824,,100,,0,,1,0,0,,0.2,,0,,0.34,,28,,
1/24/2023  1:17:22 pm,,6,,28.08,,830,,100,,0,,1,0,0,,0.2,,0,,0,,28,,
1/24/2023  1:18:23 pm,,6,,28.45,,834,,100,,0,,1,0,0,,0.2,,0,,0.17,,28.01,,
1/24/2023  1:19:24 pm,,6,,29.7,,835,,100,,0,,1,0,0,,0.2,,0,,0.18,,28.01,,
1/24/2023  1:20:22 pm,,6,,28.94,,838,,100,,0,,1,0,0,,0.2,,0,,0.01,,28,,
1/24/2023  1:21:23 pm,,6,,30.03,,838,,100,,0,,0.98,0,0,,0.2,,0,,0.01,,28.01,,
1/24/2023  1:22:24 pm,,6,,30.02,,838,,100,,0,,0.98,0,0,,0.2,,0,,0.19,,27.99,,
1/24/2023  1:23:24 pm,,6,,29.88,,838,,100,,0,,0.98,0,0,,0.3,,0,,0.02,,28.01,,
1/24/2023  1:24:23 pm,,6,,28.91,,843,,100,,0,,1,0,0,,0.3,,0,,0.02,,27.99,,
1/24/2023  1:25:24 pm,,6,,28.33,,848,,100,,0,,0.98,0,0,,0.3,,0,,0.2,,28.02,,
1/24/2023  1:26:24 pm,,6,,27.74,,854,,100,,0,,1,0,0,,0.3,,0,,0.02,,28,,
1/24/2023  1:27:23 pm,,6,,27.96,,861,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.02,,
1/24/2023  1:28:23 pm,,6,,28.08,,867,,100,,0,,0.98,0,0,,0.3,,0,,0.21,,27.99,,
1/24/2023  1:29:24 pm,,6,,29,,869,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.03,,
1/24/2023  1:30:23 pm,,6,,29.24,,870,,100,,0,,1,0,0,,0.3,,0,,0.21,,27.99,,
1/24/2023  1:31:23 pm,,6,,29.48,,872,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.02,,
1/24/2023  1:32:24 pm,,6,,29.48,,873,,100,,0,,1,0,0,,0.3,,0,,0.03,,27.99,,
1/24/2023  1:33:23 pm,,6,,29.75,,874,,100,,0,,1,0,0,,0.3,,0,,0.02,,28.01,,
1/24/2023  1:34:23 pm,,6,,29.64,,876,,100,,0,,1,0,0,,0.3,,0,,0.2,,27.99,,
1/24/2023  1:35:24 pm,,6,,29.68,,877,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  1:36:22 pm,,6,,30.64,,874,,100,,0,,0.98,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  1:37:23 pm,,6,,30.4,,873,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  1:38:24 pm,,6,,30.42,,871,,100,,0,,1,0,0,,0.3,,0,,0.03,,27.99,,
1/24/2023  1:39:24 pm,,6,,30.32,,871,,100,,0,,1,0,0,,0.3,,0,,0.04,,28.01,,
1/24/2023  1:40:23 pm,,6,,29.92,,871,,100,,0,,0.98,0,0,,0.3,,0,,0.21,,27.99,,
1/24/2023  1:41:23 pm,,6,,29.71,,872,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  1:42:24 pm,,6,,29.65,,872,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  1:43:22 pm,,6,,29.58,,874,,100,,0,,0.98,0,0,,0.3,,0,,0.38,,28.01,,
1/24/2023  1:44:23 pm,,6,,29.48,,876,,100,,0,,1,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  1:45:24 pm,,6,,29.44,,878,,100,,0,,1,0,0,,0.3,,0,,0.22,,28.01,,
1/24/2023  1:46:24 pm,,6,,29.36,,880,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  1:47:23 pm,,6,,29.56,,881,,100,,0,,0.98,0,0,,0.3,,0,,0.03,,28.02,,
1/24/2023  1:48:24 pm,,6,,29.75,,882,,100,,0,,1,0,0,,0.3,,0,,0.22,,28,,
1/24/2023  1:49:22 pm,,6,,30.43,,880,,100,,0,,1,0,0,,0.3,,0,,0.04,,28.01,,
1/24/2023  1:50:23 pm,,6,,29.93,,880,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  1:51:23 pm,,6,,29.82,,881,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  1:52:22 pm,,6,,29.68,,882,,100,,0,,0.98,0,0,,0.3,,0,,0.02,,28,,
1/24/2023  1:53:23 pm,,6,,29.65,,883,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  1:54:24 pm,,6,,29.51,,884,,100,,0,,1,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  1:55:23 pm,,6,,29.44,,886,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  1:56:23 pm,,6,,30.12,,885,,100,,0,,0.98,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  1:57:24 pm,,6,,29.57,,886,,100,,0,,1,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  1:58:23 pm,,6,,29.54,,888,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  1:59:23 pm,,6,,29.52,,889,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  2:00:24 pm,,6,,29.68,,891,,100,,0,,1,0,0,,0.3,,0,,0.22,,28.01,,
1/24/2023  2:01:23 pm,,6,,29.78,,891,,100,,0,,1,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  2:02:23 pm,,6,,29.67,,892,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  2:03:24 pm,,6,,29.57,,894,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  2:04:22 pm,,6,,29.55,,894,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:05:23 pm,,6,,29.64,,896,,100,,0,,1,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  2:06:24 pm,,6,,29.75,,897,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  2:07:23 pm,,6,,29.72,,898,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:08:23 pm,,6,,29.55,,898,,100,,0,,1,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  2:09:24 pm,,6,,29.47,,901,,100,,0,,1,0,0,,0.3,,0,,0.22,,28,,
1/24/2023  2:10:22 pm,,6,,29.57,,902,,100,,0,,1,0,0,,0.3,,0,,0.23,,28.01,,
1/24/2023  2:11:23 pm,,6,,29.76,,903,,100,,0,,0.98,0,0,,0.3,,0,,0.07,,28,,
1/24/2023  2:12:23 pm,,6,,29.73,,903,,100,,0,,1,0,0,,0.3,,0,,0.07,,28.01,,
1/24/2023  2:13:24 pm,,6,,29.79,,903,,100,,0,,1,0,0,,0.3,,0,,0.07,,27.99,,
1/24/2023  2:14:23 pm,,6,,29.79,,905,,100,,0,,1,0,0,,0.3,,0,,0.07,,28.01,,
1/24/2023  2:15:23 pm,,6,,29.79,,905,,100,,0,,1,0,0,,0.3,,0,,0.24,,28,,
1/24/2023  2:16:22 pm,,6,,29.83,,906,,100,,0,,1,0,0,,0.3,,0,,0,,28.01,,
1/24/2023  2:17:23 pm,,6,,29.88,,906,,100,,0,,0.98,0,0,,0.3,,0,,0.03,,27.99,,
1/24/2023  2:18:23 pm,,6,,29.94,,906,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:19:24 pm,,6,,29.9,,907,,100,,0,,0.98,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  2:20:23 pm,,6,,29.71,,907,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:21:23 pm,,6,,29.62,,909,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  2:22:24 pm,,6,,29.62,,910,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  2:23:23 pm,,6,,29.69,,911,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:24:23 pm,,6,,30.08,,910,,100,,0,,1,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  2:25:24 pm,,6,,30.08,,911,,100,,0,,1,0,0,,0.3,,0,,0.03,,28.01,,
1/24/2023  2:26:23 pm,,6,,30.34,,910,,100,,0,,1,0,0,,0.3,,0,,0.03,,28,,
1/24/2023  2:27:23 pm,,6,,29.07,,912,,100,,0,,1,0,0,,0.3,,0,,0.21,,28.01,,
1/24/2023  2:28:24 pm,,6,,28.99,,916,,100,,0,,1,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  2:29:22 pm,,6,,30.13,,915,,100,,0,,1,0,0,,0.3,,0,,0.05,,28.01,,
1/24/2023  2:30:23 pm,,6,,29.73,,916,,100,,0,,1,0,0,,0.3,,0,,0.23,,27.99,,
1/24/2023  2:31:24 pm,,6,,30.6,,914,,100,,0,,1,0,0,,0.3,,0,,0.05,,28.01,,
1/24/2023  2:32:24 pm,,6,,29.63,,916,,100,,0,,1,0,0,,0,,0,,0.04,,27.99,,
1/24/2023  2:33:23 pm,,6,,30.09,,916,,100,,0,,1,0,0,,0,,0,,0.22,,28.01,,
1/24/2023  2:34:23 pm,,6,,42,,877,,100,,0,,1,0,0,,100,,0,,0.04,,27.97,,
1/24/2023  2:35:23 pm,,6.01,,30.6,,854,,100,,0,,1,0,0,,0,,0,,0,,28.03,,
1/24/2023  2:36:24 pm,,6,,19.87,,898,,100,,0,,1,0,0,,0.4,,0,,0.16,,27.98,,
1/24/2023  2:37:24 pm,,6,,21.35,,927,,100,,0,,1,0,0,,0.4,,0,,0.15,,28.04,,
1/24/2023  2:38:23 pm,,6,,24.04,,944,,100,,0,,1,0,0,,0.4,,0,,0.19,,27.98,,
1/24/2023  2:39:23 pm,,6,,25.67,,956,,100,,0,,1,0,0,,0.4,,0,,0.2,,28.03,,
1/24/2023  2:40:24 pm,,6,,26.71,,966,,100,,0,,1,0,0,,0.4,,0,,0.22,,27.99,,
1/24/2023  2:41:22 pm,,6,,27.54,,973,,100,,0,,1,0,0,,0.4,,0,,0.23,,28.03,,
1/24/2023  2:42:23 pm,,6,,28.36,,978,,100,,0,,1,0,0,,0.4,,0,,0.26,,27.99,,
1/24/2023  2:43:24 pm,,6,,28.8,,981,,100,,0,,0.98,0,0,,0.4,,0,,0.07,,28.03,,
1/24/2023  2:44:23 pm,,6,,29.13,,984,,100,,0,,1,0,0,,0.4,,0,,0.09,,28,,
1/24/2023  2:45:23 pm,,6,,29.38,,985,,100,,0,,1,0,0,,0.4,,0,,0.25,,28.01,,
1/24/2023  2:46:24 pm,,6,,29.52,,987,,100,,0,,0.98,0,0,,0.4,,0,,0.08,,28.01,,
1/24/2023  2:47:22 pm,,6,,30.09,,987,,100,,0,,1,0,0,,0.4,,0,,0.08,,28.01,,
1/24/2023  2:48:23 pm,,6,,30.38,,986,,100,,0,,1,0,0,,0.4,,0,,0.08,,28.01,,
1/24/2023  2:49:24 pm,,6,,30.17,,984,,100,,0,,1,0,0,,0.4,,0,,0.07,,28,,
1/24/2023  2:50:22 pm,,6,,29.98,,984,,100,,0,,1,0,0,,0.4,,0,,0.08,,28.02,,
1/24/2023  2:51:23 pm,,6,,30.06,,984,,100,,0,,0.98,0,0,,0.3,,0,,0.25,,28,,
1/24/2023  2:52:24 pm,,6,,30.05,,985,,100,,0,,1,0,0,,0.3,,0,,0.06,,28.02,,
1/24/2023  2:53:24 pm,,6,,30.07,,984,,100,,0,,1,0,0,,0.3,,0,,0.06,,27.99,,
1/24/2023  2:54:23 pm,,6,,30.13,,983,,100,,0,,1,0,0,,0.3,,0,,0.05,,28.02,,
1/24/2023  2:55:23 pm,,6,,30.06,,984,,100,,0,,1,0,0,,0.3,,0,,0.04,,27.99,,
1/24/2023  2:56:24 pm,,6,,30.09,,983,,100,,0,,1,0,0,,0.3,,0,,0.04,,28.01,,
1/24/2023  2:57:23 pm,,6,,30.15,,982,,100,,0,,1,0,0,,0.3,,0,,0.23,,28,,
1/24/2023  2:58:23 pm,,6,,30.28,,982,,100,,0,,1,0,0,,0.3,,0,,0.05,,28.01,,
1/24/2023  2:59:24 pm,,6,,31.11,,978,,100,,0,,1,0,0,,0.3,,0,,0.05,,28.01,,
1/24/2023  3:00:24 pm,,6,,31.65,,973,,100,,0,,0.98,0,0,,0.3,,0,,0.22,,28.01,,
1/24/2023  3:01:23 pm,,6,,31.81,,967,,100,,0,,0.98,0,0,,0.3,,0,,0.05,,28,,
1/24/2023  3:02:23 pm,,6,,32.97,,958,,100,,0,,0.98,0,0,,0.4,,0,,0.04,,28,,
1/24/2023  3:03:24 pm,,6,,33.05,,949,,100,,0,,1,0,0,,0.4,,0,,0.22,,28,,
1/24/2023  3:04:22 pm,,6,,31.91,,941,,100,,0,,1,0,0,,0.4,,0,,0.04,,28.01,,
1/24/2023  3:05:23 pm,,6,,28.88,,945,,100,,0,,0.98,0,0,,0.3,,0,,0.04,,28,,
1/24/2023  3:06:24 pm,,6,,29.15,,948,,100,,0,,1,0,0,,0.3,,0,,0.21,,28,,
1/24/2023  3:07:24 pm,,6,,28.09,,954,,100,,0,,0.98,0,0,,0.3,,0,,0.04,,28.01,,
1/24/2023  3:08:23 pm,,6,,28.89,,957,,100,,0,,1,0,0,,0.3,,0,,0.05,,28,,
1/24/2023  3:09:24 pm,,6,,30.32,,958,,100,,0,,0.98,0,0,,0.3,,0,,0.23,,28.01,,
1/24/2023  3:10:24 pm,,6,,31.09,,954,,100,,0,,1,0,0,,0.3,,0,,0.24,,28.01,,
1/24/2023  3:11:23 pm,,6,,30.32,,954,,100,,0,,0.96,0,0,,0.3,,0,,0.06,,28,,
1/24/2023  3:12:23 pm,,6,,32.3,,947,,100,,0,,1,0,0,,0.3,,0,,0.07,,28.01,,
1/24/2023  3:13:23 pm,,6,,31.86,,941,,100,,0,,1,0,0,,0.3,,0,,0.05,,28,,
1/24/2023  3:14:23 pm,,6,,33.84,,930,,100,,0,,1,0,0,,0.3,,0,,0,,28.01,,
1/24/2023  3:15:24 pm,,6,,33.14,,919,,100,,0,,1,0,0,,0.4,,0,,0.02,,27.99,,
1/24/2023  3:16:22 pm,,6,,32.68,,912,,100,,0,,0.98,0,0,,0.4,,0,,0,,28.01,,
1/24/2023  3:17:23 pm,,6,,33.82,,905,,100,,0,,1,0,0,,0.4,,0,,0,,27.98,,
1/24/2023  3:18:24 pm,,6,,30.91,,897,,100,,0,,1,0,0,,0.4,,0,,0.15,,28.02,,
1/24/2023  3:19:22 pm,,6,,28.84,,902,,100,,0,,1,0,0,,0.4,,0,,0,,27.98,,
1/24/2023  3:20:23 pm,,6,,29.23,,907,,100,,0,,1,0,0,,0.4,,0,,0.16,,28.01,,
1/24/2023  3:21:24 pm,,6,,32.86,,899,,100,,0,,1,0,0,,0.4,,0,,0.16,,27.98,,
1/24/2023  3:22:23 pm,,6,,32.87,,887,,100,,0,,1,0,0,,0.4,,0,,0,,28.01,,
1/24/2023  3:23:23 pm,,6,,36.71,,868,,100,,0,,1,0,0,,0.4,,0,,0.19,,27.97,,
1/24/2023  3:24:24 pm,,6,,35.12,,845,,100,,0,,1,0,0,,0.4,,0,,0,,28.01,,
1/24/2023  3:25:22 pm,,6,,30.39,,845,,100,,0,,1,0,0,,0.4,,0,,0,,27.98,,
1/24/2023  3:26:23 pm,,6,,21.21,,869,,100,,0,,1,0,0,,0.4,,0,,0,,28.02,,
1/24/2023  3:27:24 pm,,6,,20.52,,913,,100,,0,,0.98,0,0,,0.4,,0,,0.34,,27.98,,
1/24/2023  3:28:22 pm,,6,,26.62,,917,,100,,0,,0.98,0,0,,0.4,,0,,0.19,,28.01,,
1/24/2023  3:29:23 pm,,6,,27.28,,923,,100,,0,,1,0,0,,0.4,,0,,0.21,,27.99,,
1/24/2023  3:30:24 pm,,6,,26.36,,934,,100,,0,,1,0,0,,0.4,,0,,0.21,,28.02,,
1/24/2023  3:31:22 pm,,6,,23.8,,952,,100,,0,,1,0,0,,0.4,,0,,0.04,,28,,
1/24/2023  3:32:24 pm,,6,,22.1,,979,,100,,0,,0.98,0,0,,0.4,,0,,0.43,,28.02,,
1/24/2023  3:33:24 pm,,6,,22.28,,"1,002.00",,100,,0,,1,0,0,,0.4,,0,,0.46,,28,,
1/24/2023  3:34:22 pm,,6,,23.85,,"1,020.00",,100,,0,,0.98,0,0,,0.4,,0,,0.31,,28.02,,
1/24/2023  3:35:23 pm,,6,,24.53,,"1,036.00",,100,,0,,1,0,0,,0.4,,0,,0.33,,28.01,,
1/24/2023  3:36:24 pm,,6,,26.12,,"1,048.00",,100,,0,,1,0,0,,0.4,,0,,0.35,,28.02,,
1/24/2023  3:37:23 pm,,6,,26.83,,"1,056.00",,100,,0,,1,0,0,,0.4,,0,,0.16,,28,,
1/24/2023  3:38:23 pm,,6,,27.47,,"1,064.00",,100,,0,,1,0,0,,0.4,,0,,0.16,,28.02,,
1/24/2023  3:39:24 pm,,6,,27.22,,"1,070.00",,100,,0,,1,0,0,,0.4,,0,,0,,27.99,,
1/24/2023  3:40:22 pm,,6.01,,27.35,,"1,079.00",,100,,0,,1,0,0,,0.4,,0,,0,,28.03,,
1/24/2023  3:41:24 pm,,6,,27.55,,"1,086.00",,100,,0,,1,0,0,,0.4,,0,,0.05,,27.98,,
1/24/2023  3:42:24 pm,,6,,27.89,,"1,092.00",,100,,0,,1,0,0,,0.4,,0,,0.22,,28.03,,
1/24/2023  3:43:23 pm,,6,,28.26,,"1,098.00",,100,,0,,1,0,0,,0.4,,0,,0.04,,27.99,,
1/24/2023  3:44:24 pm,,6,,29.41,,"1,099.00",,100,,0,,1,0,0,,0.4,,0,,0.24,,28.03,,
1/24/2023  3:45:23 pm,,5.99,,30.48,,"1,097.00",,100,,0,,1,0,0,,0.4,,0,,0.62,,27.98,,
1/24/2023  3:46:23 pm,,6,,32.25,,"1,089.00",,100,,0,,1,0,0,,0,,0,,0.3,,28.03,,
1/24/2023  3:47:24 pm,,6,,32.38,,"1,082.00",,100,,0,,1,0,0,,0,,0,,0.53,,27.99,,
1/24/2023  3:48:22 pm,,5.99,,34.01,,"1,069.00",,100,,0,,1,0,0,,0,,0,,0.74,,28.03,,
1/24/2023  3:49:23 pm,,6,,35.44,,"1,052.00",,100,,0,,1,0,0,,0,,0,,0.42,,27.99,,
1/24/2023  3:50:23 pm,,6,,35.81,,"1,034.00",,100,,0,,1,0,0,,0,,0,,0.08,,28.01,,
1/24/2023  3:51:24 pm,,6.01,,31.39,,"1,026.00",,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  3:52:22 pm,,6.01,,26.81,,"1,038.00",,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/24/2023  3:53:23 pm,,6.01,,32.39,,"1,038.00",,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/24/2023  3:54:24 pm,,6.01,,41.09,,"1,004.00",,100,,0,,0.98,0,0,,0,,0,,0,,27.98,,
1/24/2023  3:55:24 pm,,6.02,,45.01,,955,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  3:56:23 pm,,6.02,,46.08,,906,,100,,0,,1,0,0,,0,,0,,0,,27.98,,
1/24/2023  3:57:23 pm,,6.02,,45.62,,858,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/24/2023  3:58:24 pm,,6.02,,41.88,,823,,100,,0,,1,0,0,,0,,0,,0,,27.97,,
1/24/2023  3:59:24 pm,,6.02,,37.39,,802,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/24/2023  4:00:23 pm,,6.02,,31.42,,797,,100,,0,,1,0,0,,0,,0,,0,,27.98,,
1/24/2023  4:01:23 pm,,6.02,,30.77,,798,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  4:02:24 pm,,6.02,,29.73,,796,,100,,0,,1,0,0,,0,,0,,0,,27.98,,
1/24/2023  4:03:22 pm,,6.02,,29.44,,801,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  4:04:23 pm,,6.02,,31.17,,796,,100,,0,,1,0,0,,0,,0,,0,,27.98,,
1/24/2023  4:05:23 pm,,6.01,,32.26,,789,,100,,0,,0.98,0,0,,0,,0,,0,,27.99,,
1/24/2023  4:06:24 pm,,6.01,,32.36,,781,,100,,0,,0.98,0,0,,0,,0,,0,,27.98,,
1/24/2023  4:07:22 pm,,6.01,,32.14,,775,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  4:08:23 pm,,6.01,,31.51,,771,,100,,0,,0.98,0,0,,0,,0,,0,,27.98,,
1/24/2023  4:09:24 pm,,6.01,,32.5,,764,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  4:10:24 pm,,6.01,,32.39,,756,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.98,,????? ??????
1/24/2023  4:11:23 pm,,6.01,,32.09,,750,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,????? 1
1/24/2023  4:12:23 pm,,6.01,,32.15,,743,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:13:24 pm,,6.01,,31.36,,739,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:14:23 pm,,6.01,,31.78,,734,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:15:23 pm,,6.01,,31.56,,729,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:16:23 pm,,6.01,,30.49,,727,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:17:23 pm,,6.01,,29.5,,731,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.98,,
1/24/2023  4:18:23 pm,,6.01,,31.45,,726,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:19:24 pm,,6.01,,30.22,,723,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:20:23 pm,,6.01,,30.74,,722,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
1/24/2023  4:21:24 pm,,6.01,,30.1,,721,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:22:22 pm,,6.01,,30.22,,721,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:23:23 pm,,6.01,,29.25,,724,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:24:24 pm,,6.01,,30.83,,721,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:25:23 pm,,6,,30.66,,720,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:26:23 pm,,6.01,,30.04,,719,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
1/24/2023  4:27:24 pm,,6,,30.41,,719,,100,,0,,1,0,0,,0.1,,0,,0,,27.98,,
1/24/2023  4:28:23 pm,,6,,30.07,,719,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:29:24 pm,,6,,30.13,,719,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
1/24/2023  4:30:24 pm,,6,,30.24,,717,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:31:23 pm,,6,,30,,718,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:32:24 pm,,6,,30.26,,716,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:33:22 pm,,6,,29.37,,717,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/24/2023  4:34:23 pm,,6,,29.98,,720,,100,,0,,0.98,0,0,,0,,0,,0,,27.99,,
1/24/2023  4:35:24 pm,,6,,31.27,,714,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/24/2023  4:36:23 pm,,6,,31.07,,710,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/24/2023  4:37:24 pm,,6,,30.6,,709,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:38:24 pm,,6,,29.34,,711,,100,,0,,0.98,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:39:23 pm,,6,,28.08,,717,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:40:23 pm,,6,,28.45,,722,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:41:24 pm,,6,,30.09,,721,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:42:22 pm,,6,,29.91,,721,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:43:23 pm,,6,,29.38,,723,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
1/24/2023  4:44:24 pm,,6,,29.7,,724,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:45:23 pm,,6,,29.73,,725,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
1/24/2023  4:46:24 pm,,6,,28.59,,729,,100,,0,,1,0,0,,0.1,,0,,0,,27.99,,
1/24/2023  4:47:22 pm,,6,,28.99,,732,,100,,0,,1,0,0,,0.1,,0,,0,,28,,
